user_address,testnet_nads,LV_from_LVP,LV_from_LVHP,loss_traders,Total_LV_Airdrop
0x6662304e3198c8d54530fbdf02a869fa84537639,0.0,29985.098027,5129.0158505384225,616985.0,652099.1138775384
0x802d5eb9932297775460ba2ba90d339938fff417,440.0,3571.566118,46922.92564936203,88710.0,139644.49176736202
0xae3224437175c5a5f6b3edda6758d32dc202046b,0.0,3.813884,110785.6744184949,0.0,110789.48830249491
0x833f0082e89925413b04c99e7d62d4d96b371ee6,0.0,18042.32237,13.673572148033696,83578.0,101633.99594214805
0x81eb4385a340e0c21af9eab86c4c9ccc1399fb25,0.0,7326.348382,15190.926091788557,65904.0,88421.27447378855
0xb96fd91c18a220ae5381ff6226979b3ab240fbc4,0.0,14594.993863,3469.8575335586956,66924.0,84988.85139655869
0x104b332a287abae8458fbc935bf0a6b638fc7e0b,0.0,17004.594348,2923.9755282350397,64825.0,84753.56987623504
0xa42d502c6cb989fef6cb5bedd74af837ffee4bbf,0.0,21823.404816,0.0,58123.0,79946.404816
0x9f61b30f5607f71ad9e5288c8d9b648da9076eb4,440.0,2714.437891,19664.317732953154,52958.0,75776.75562395316
0xa14edd80e2593e93f7673cb6416636759b16625e,0.0,132.490181,29637.06685374835,35942.0,65711.55703474834
0xb9ec4e1886adeefa95cb4d13873dc420dfe6b583,0.0,12207.593311,989.1414941638789,50432.0,63628.734805163884
0x57135a008faa8c30728776da63d2deb7e9934e41,0.0,7554.511091,84.25749458115935,53662.0,61300.76858558116
0x05ebeb933bac6d1109fcd54bb58eda6f5139faff,0.0,7278.225751,4876.1254911729775,44957.0,57111.351242172976
0xa836d3ea8c9ddb4a5d9437e1218d3af6ce31773e,0.0,3518.985278,5049.638406706647,47062.0,55630.62368470665
0xe964e7c850a7d4c491fabb00d0585f1141495e6b,0.0,4094.152897,5394.731077573745,45778.0,55266.88397457374
0x874fc12eb80efee30efad4886671044db6259fca,0.0,1111.057435,6037.931196392372,44358.0,51506.98863139238
0xfe9a0e85de6daea70461314180d60a3be18defdf,0.0,8663.837309,0.0,41571.0,50234.837309
0xb9e927758a0dfda592acfc0245929f1ea5d13ff3,0.0,1051.96826,6103.1046277772675,41422.0,48577.07288777727
0x1eafd2c04feeb1be61cdcf1f6fe88abe71b2ef4b,0.0,3021.663856,8704.431003567499,35652.0,47378.0948595675
0x99e763ee6f480c9876714e2eb3aa8d29e860fd2f,440.0,6098.010745,20080.15935212413,19265.0,45883.17009712413
0xc82bd088cc48d0dbe59c393bf6c62e4382efa574,0.0,13360.362667,1108.9384887677293,27751.0,42220.30115576773
0xbd678f2812a254f81ef3b9f1e2b8bbd05fa3728a,0.0,5792.125497,24.011264194435032,36078.0,41894.13676119444
0x8d8a591f6f4c7f6bc11d50845370503a83b5c18d,0.0,9887.449894,0.0,28944.0,38831.449894
0x44e6c1bd33e6994ca59e6a598ded2e3155d0bdc5,0.0,1397.756111,8451.646732261823,20604.0,30453.40284326182
0xa27be4084d7548d8019931877dd9bb75cc028696,0.0,142.278717,0.0,29892.0,30034.278717
0x1b6f02ff7f0dbc23bca5c34c1a8a975f45adf402,0.0,7162.969642,704.955157166513,20994.0,28861.924799166514
0xf4d9767589e3845c04413e241a85ed5ae8bab0f9,0.0,3574.162944,1552.8109308421747,23058.0,28184.973874842173
0xd435ac16828eb479134a82f30d7473259924843a,0.0,651.568967,0.0,26431.0,27082.568967
0x950c1f99431ae23ab81989a3af873cef35739532,0.0,4007.806813,648.7992108620023,21669.0,26325.606023862
0x71e641e872912b7e7ed509b1be2e2e006992c89d,0.0,75.952272,10133.012816419907,15654.0,25862.965088419907
0xfb0d2f95038f6b768566ec0926172b44407eeeeb,0.0,170.752684,0.0,25000.0,25170.752684
0xf7f5688e58bf6d798afcde0934b4b9185b8cebc9,440.0,3085.810008,2475.0697971026543,18998.0,24998.879805102653
0xd5984506a354e9286225e8b13ffd6a8e11fdad0f,440.0,4032.538487,1210.818388832777,16283.0,21966.356875832775
0xdeb8fba77d4f9cb8fa89a79a1dfff18c61d0a4a7,0.0,4268.07514,0.0,16784.0,21052.07514
0x4854549267e8780acee12e290c2c52d094b514eb,0.0,0.0,8022.202266315993,12923.0,20945.202266315995
0xd09834c07c0d8cf1eb92b034be8993c65a110834,0.0,768.120234,1906.7914236054955,18072.0,20746.9116576055
0xcace0052c274687c448c59e62b13512a34ac941c,0.0,233.369377,8921.109971865048,11344.0,20498.479348865047
0xcc771952fde840e30c6802734e5ad20479c2959f,0.0,581.630396,2555.5199090943183,16816.0,19953.150305094317
0x3181d3b30aa1b08a762b3d528a1f923c99aff46f,0.0,801.709753,2879.041341141674,16201.0,19881.751094141673
0x24762bd395e726fb94a37e3c3e51e7e19a9d7681,0.0,5343.056873,1684.5487259511615,12702.0,19729.605598951162
0x1a4008b85cf24b618fc9bb5278b5e23a3eda8c0c,0.0,3548.878061,0.0,16177.0,19725.878061
0xba55bdbf959df826da6c35487eb15fad2164662d,0.0,130.368463,4587.1534039238,14807.0,19524.521866923802
0x2a8286970f3152a408f3eba70027633fc766438e,0.0,2339.44063,4566.065455154117,11683.0,18588.50608515412
0x25f4f1361b3a60ddaa0cc525917a7a23665e7b65,0.0,3611.755088,0.0,13158.0,16769.755087999998
0xb7c6d47dfdebcc5f6b5fef43f493b4b557c4440f,440.0,1337.970544,0.0,13848.0,15625.970544
0x3ee27ab9464d932dc107a1fb38b8bd4e28f2802f,0.0,1.978534,4693.029287573489,10309.0,15004.007821573488
0xb9c0e4232317834511be59964e5259d3d4ba8926,440.0,851.797901,4933.212654891019,8588.0,14813.010555891018
0x48eea6cb9bedd40ae44d1c4d3555affb3a9699f7,0.0,549.667962,5573.194769229978,8105.0,14227.862731229978
0xf615afa4d53833fc72e056c544872dc5ee81ef44,0.0,2320.358191,0.0,11618.0,13938.358191
0x0619ea70068a1686f54aca2f5903d6e24afdc1f8,0.0,594.269583,4519.198107860512,8649.0,13762.46769086051
0x9a4a5f7d6bd9cb65631629ab90b829a4ec9777a1,0.0,1805.002173,459.39666148734244,11399.0,13663.398834487343
0xccf44cdc6ef5da3b8d54730d17f5c67e53007c8b,0.0,52.040649,0.0,13518.0,13570.040649
0x6dabdffe3b2cfdcf4f2a90d0ee5a2de476f61fc1,0.0,2132.729395,327.52920319419337,10865.0,13325.258598194194
0xb1d6684abc1383cb6eff2d656c7e965e0e9ec3d5,0.0,1356.278491,3323.137746897855,8220.0,12899.416237897856
0x0c3b79874fc8fdc1e461379210d134f009db5ad1,0.0,1537.353394,780.8316950259035,10290.0,12608.185089025903
0x5f063c79b351a5ba3e6ef46a1d3be1a0224af1d3,0.0,1632.414139,57.62939157908339,10414.0,12104.043530579083
0xe6de83701269ff00c87dc6eb6544e263dc9f3e11,0.0,1028.82462,2.3810875637093156,11032.0,12063.20570756371
0x7d3539dd4e430c27e61ad97ecb6389723896903f,0.0,0.0,3355.1763409481614,8625.0,11980.176340948161
0x80ab460ea904b677589bd858ee01143237c4abba,0.0,1560.444968,436.03371321371935,9824.0,11820.478681213719
0xe1b0186f09c771563e5c2600d6b5195c9bc805f5,440.0,215.621147,1494.0970835410062,9663.0,11812.718230541006
0xca6776cd74d209c6090aa10db51d8ec4b2bb04eb,0.0,1980.974542,0.0,9374.0,11354.974542
0x5af5165b85b9885969eede525963cf726b83b540,0.0,1734.445311,2364.1724119572223,6967.0,11065.617722957222
0x9491e87c281cc15fe1edcae5953cfb00b0f8d5c7,0.0,453.754625,2115.832051599659,8354.0,10923.586676599658
0x5e38573a59c8254fc41197917790620ec23f7b34,0.0,452.999658,77.32640800956986,10266.0,10796.326066009571
0x56b9764e6226c8fdb8148692c181d6c85fc77806,0.0,2908.204048,0.0,7847.0,10755.204048
0xd607e7e4e5b42d008b9e1417d19fbc5a49d0ddd1,0.0,234.664536,0.0,10476.0,10710.664536
0xe7dc100100f80e7304c683c836a533a5b895303f,0.0,792.949533,0.719041293991427,9895.0,10688.66857429399
0x77a85fb4823344553b9906dd4b5505c5e50d9969,0.0,1572.426813,190.80526927605294,8835.0,10598.232082276052
0xd4a1f9042c393b401f56f5e9a0d2ef3a5c446ab9,0.0,163.248573,1620.6483512834973,8690.0,10473.896924283497
0x17c3ea68189e9c2d0031adcd3c6a95528030a656,0.0,1365.416194,1150.4778579484798,7827.0,10342.894051948479
0x8ff6ea805d0be91791b3171c92f3431feb1f0337,0.0,1362.780318,1148.20285844454,7771.0,10281.98317644454
0x9a844e8c2b41eae4d258d780e955810da8ccd909,0.0,1529.445767,2426.7290045344766,6281.0,10237.174771534477
0x9f6877db5aa47f6a2eaa06f7285c47d8a5b3919f,0.0,718.357503,104.92109111176546,9372.0,10195.278594111765
0x97d84361104152305ca89bd94bcb5a489aa23b87,0.0,0.247317,2057.684007283926,8086.0,10143.931324283927
0x004846e5366ff2aa8b15a770a1634cbd9b392475,0.0,190.127998,3178.5161463080053,6397.0,9765.644144308006
0x448a7a37b81223a119af8f59698068217cd5d904,0.0,221.062115,0.0,9521.0,9742.062115
0x0c2c40f59d416d17879508fb977aabf05c7a51f6,0.0,1801.175272,1837.7280966957287,6072.0,9710.90336869573
0x39ee684997feb358bb95df6babbbf5de0b994e75,0.0,885.680294,1872.666431046394,6863.0,9621.346725046395
0xc3b5533cfed62c10e8fc04aecbd4bd09312841d0,0.0,1958.039168,7582.644072005496,0.0,9540.683240005495
0xa9bb098c16ece41c804ad8f5e1629d8cc9fad908,0.0,2279.713638,2414.363851790263,4690.0,9384.077489790263
0x362af85ca4f04a9a29ad8cdce86da47f4ff0aa50,0.0,558.877256,1469.2606899928103,7183.0,9211.13794599281
0x6d41bfc3ca0294bdd157441168c79d6ec481cd7d,0.0,1846.720602,0.0,7272.0,9118.720602
0xa397bb304689bbe8ab9cd83a934bd962b532a259,0.0,865.888447,892.3891836543439,7035.0,8793.277630654344
0x6e5250bec816672b82a1f5985992255faa3a12f6,0.0,422.358416,1167.039382834676,7191.0,8780.397798834676
0x7bc8556f9dc059fda073f167861fb81eb5d8b0ff,0.0,86.495775,0.0,8605.0,8691.495775
0x69e84ca51e860a0f330abca4869072b51bb60fe8,0.0,1724.435491,0.0,6921.0,8645.435491
0xfccb9e2ac294c7a6e8b710d9376d7c77c9092a95,440.0,0.0,2149.532691919683,6026.0,8615.532691919683
0x06c8fc0de615b68a2232a4d94f41ee74ec0a310d,0.0,20.663964,4610.693165630372,3897.0,8528.357129630373
0x7e8935b7d1a4377b260ec162dc01305aecd5ef0a,0.0,1696.365041,495.52553961986246,6264.0,8455.890580619862
0x84d7de16189dab5abc7ddd5aa293445d3f8cd25d,0.0,318.973511,0.0,8040.0,8358.973511
0x2cbc47be6a393fd0cefc21340f28088ac4d6f713,0.0,1209.326789,60.30516819770723,7006.0,8275.631957197707
0x96aec9a5c2cc018ddc0379255cd2f8d89a9b91e3,0.0,462.72962,224.9066867107611,7560.0,8247.636306710761
0x123f1c8d9f49bba27083e3b1510bdb0a2cad4919,0.0,454.262275,361.8192216240468,7222.0,8038.081496624047
0x5d864b0c42531fb2d0fd4a855a410bd0063f4576,440.0,397.490067,3179.1880373532103,3885.0,7901.67810435321
0x594fbd054a470f46762d861356e452719e7c0539,0.0,1047.334325,0.0,6841.0,7888.334325
0x9f11fb0d3d4386156256401209a73f735468e4e9,0.0,1432.393472,0.0,6369.0,7801.393472
0x4985c073c2c30e2c50a06bc840e01b0ff97fee7e,0.0,435.641928,310.1189738298435,6924.0,7669.7609018298435
0xe004c51d4adfc65f8ea99f93b40309dd189f5631,440.0,329.855447,2812.665578412728,3812.0,7394.521025412728
0xd2294061e10604dd6b22583f3cbdedbc0b4c112e,0.0,597.517243,1603.1320338593782,5146.0,7346.649276859378
0x500ec7bc6e1b22bcd0dc7a68649f2f55da794b18,0.0,765.614525,1755.0383478867145,4731.0,7251.652872886714
0x826b3944c39f6acde1743fd5ad65ab21b09c5c76,0.0,602.951703,110.43767021976525,6469.0,7182.389373219765
0x0fd1cd0c7a38f8bef11c578dfccb89cca36c84ae,0.0,0.0,2465.0621567977573,4694.0,7159.062156797758
0x6539148f875e450c2ddfeb82c3c9458e77904721,0.0,1302.753942,0.0,5657.0,6959.753942
0x0f35a6dfe3e32f65298ae4cd61d9a1afacd6e3f9,0.0,0.0,641.019419812259,6308.0,6949.019419812259
0xfdb68afdebc651d26bae98cfa4921c08eb18905a,0.0,1183.631882,236.61173597196583,5466.0,6886.243617971965
0x7b1113048c8ba09050a70720d2aafe2ef581f7d8,0.0,1782.65255,678.7867690901038,4237.0,6698.439319090104
0x0052d2e4af4548e6cf19e817b944cedb23ae09df,0.0,786.890273,146.11862098881525,5728.0,6661.0088939888155
0xae8ce93be9e740132895794ea6741b61bd596e52,0.0,0.559717,1841.4765414742417,4773.0,6615.036258474242
0x66890fe78c86644d89986fc1b14c5f3a56029ffd,0.0,1434.118181,0.0,5161.0,6595.118181
0x4af520bf5257a7384ef78d611674401fc1e5938d,0.0,6550.261945,0.0,0.0,6550.261945
0xb88a53d98f40144bbeff6b7c77955c1ab86722d6,440.0,974.200162,72.38741944920253,5018.0,6504.587581449203
0x62ae1dd2f2a4ed0133b5cc6c295006e2a1129597,0.0,0.0,0.0,6303.0,6303.0
0xdadd0897d8e399fb4b9221994a7a4bfe638105e6,0.0,1271.650608,0.0,5003.0,6274.650608
0x57b6771cdd64e00584e476b99821d8613fc43030,0.0,612.38228,1483.94799248975,3934.0,6030.330272489749
0xc65522542dd6b9be9b59a7fad9fb5b45ee7657ef,440.0,473.338206,0.0,5002.0,5915.338206
0x70c251f6a34f721b3733816e5a4134c9c9000d0d,0.0,333.539165,645.8758954372503,4824.0,5803.415060437251
0xe62f3d6b12a6ab80479bc836c9882828dd53d5b9,0.0,121.139644,1478.4785636305367,4154.0,5753.618207630537
0xf33888447d0c9b505615a76524fba9490ea4fbbe,0.0,898.98984,355.85471515257694,4470.0,5724.844555152577
0x5afdd71ec312eda36663f72032f269bd9c950cb4,0.0,533.540307,234.89075189126504,4900.0,5668.431058891265
0x9ae452e5bd703f0fe1afc79776137b38024d4f2e,0.0,1333.954901,611.5976645695933,3670.0,5615.552565569594
0xc42b83fcb96f8852ea053400f3073c2b0ff3c470,440.0,0.0,2773.4247838603105,2284.0,5497.4247838603105
0xdb632e7b52311a99d1bb438f1edcbf168b5693b0,0.0,321.134278,1505.743194991228,3569.0,5395.8774729912275
0xd729d7eadf56dfc51f7326bed5363f3b96331fd4,0.0,732.819024,0.0,4633.0,5365.819024
0xc1d40765903409ee6297b46ecb49c25c25cf0949,0.0,168.097283,1845.4371623722927,3328.0,5341.534445372293
0x382fcf9e4fdb6c2d10e748b31bce792c30843cb8,0.0,197.762275,2041.063544586747,3075.0,5313.8258195867475
0xa9f88070f29cc7029cc6e681e80bc930285a9d0e,0.0,1416.903634,0.0,3896.0,5312.903634
0xf36e4d7fe46ef08cafbb79f3201b92c0c6d89e44,0.0,966.155859,222.2191225299407,4114.0,5302.374981529942
0x64f96a1b08b5f8638eaa37752c74d81dbc1afb4e,0.0,1164.406259,119.63196873309825,3916.0,5200.038227733098
0xde5355934ffe42c31ae7b7b1b178ad3124dd8474,0.0,0.0,1544.5832124289616,3584.0,5128.583212428962
0xf8baf2541defab76f2c344ff10cd6d4ef74d3432,0.0,102.395638,352.283083807013,4583.0,5037.678721807013
0xe65bfb0cade026e2046005fa8bba116236128cda,0.0,334.84734,770.9183552185789,3769.0,4874.765695218579
0x1bb974c8e27c612c63ae20df8107c34d7a4d17c8,0.0,392.185774,0.0,4453.0,4845.185774
0x3a9e5e90b35c13f271b4fc1dbdf3becf7b37ec69,0.0,1228.36367,4.7386000030254705,3543.0,4776.102270003025
0x3e6f330f7deca3593c130162c4da630f369045ba,0.0,1277.690343,519.8668555558017,2900.0,4697.557198555802
0x876be7f77e20942b7034de60769aac3234cd8b3b,0.0,0.728934,1734.221513047553,2962.0,4696.950447047553
0x3dbb851d111f5336781ac505b3401a47f6a71d9b,0.0,0.0,644.0723984211735,4017.0,4661.072398421174
0x0c9f2b49481a478684b2e9f0f158b750dbd4183f,0.0,137.345399,1130.403639527703,3373.0,4640.749038527703
0x47b9ba596a4693133892387ddeaefb4b72005fe2,0.0,258.159626,42.10517216618651,4300.0,4600.264798166186
0x04b8b5af39f4187142f75e920a11883848002975,440.0,618.727907,0.0,3525.0,4583.727907
0x4bebbc16403627fd16facd2d9be0ba21afad7fd8,0.0,578.460837,342.4051066862783,3579.0,4499.865943686278
0x857197110f3eb2335e44851b173e58d2a68ec3d1,0.0,142.076958,0.0,4269.0,4411.076958
0x9b2094552088a0137754d5d106dbad546b5830ba,0.0,27.699475,0.0,4380.0,4407.699475
0xe05bfc65e8cad364f9b70c55b04450565e7a08e2,0.0,0.0,2061.750716241746,2342.0,4403.750716241746
0xe55870ba3b39df8d4c96ec0b01b3116b185de2df,0.0,0.0,836.2568124742263,3562.0,4398.2568124742265
0xf7d48932f456e98d2ff824e38830e8f59de13f4a,0.0,226.724367,2735.0798440348335,1407.0,4368.804211034833
0xfdbb1ddd24981575e02b8cdaabc2b9452d0e379d,0.0,2.746517,2872.793933177486,1488.0,4363.5404501774865
0xf2a6d62d07656a8a6e9803c174d3e1690dcc52e5,0.0,0.0,1350.8192650415665,2999.0,4349.819265041567
0x455d52e9a9720d9ef3ac06dadec82d88de7dc0ae,0.0,197.046358,0.0,4130.0,4327.046358
0xb6ee138c1193b0e488d66218e70c1a07a2b59dbf,440.0,441.128455,0.0,3442.0,4323.128455
0x17e1a98285351d294fb9085a1f1c1d631e98e2e1,440.0,167.329299,0.0,3664.0,4271.329299
0xf27df79ba2194ac6f540704f305c574801c55864,440.0,561.708382,1571.9892945360118,1560.0,4133.697676536011
0x0dfad89ab6bb91897f26b4353c2d051b457b18e2,0.0,296.728021,0.0,3807.0,4103.728021
0x9a0b5d2e0c3a60ff537c67225d0556f687162919,0.0,13.211921,2098.775449101206,1924.0,4035.987370101206
0xa58740b0bd208efad0a4f74b7be46bd933922c4c,0.0,696.938572,0.0,3337.0,4033.938572
0xdd72dc6e3aa5ac106fa9c595910675ae032659c5,0.0,0.0,2485.4192767112527,1516.0,4001.4192767112527
0xd82ef39a6aebb4d3b0294ffd4daee9b89c28c655,440.0,1180.885364,1545.2551034741666,768.0,3934.140467474166
0x5bb7ec4c23e8d47dfd89adbe3a9f47781ec180f7,0.0,0.0,3929.6431845985257,0.0,3929.6431845985257
0xe9c7039004017e187cf1e52a42cf48a1835cbd16,0.0,153.25177,500.9713933546828,3216.0,3870.2231633546826
0x57c978247599eafaa8ac1e26978e1001e58c05b6,0.0,15.528888,851.8517572603027,2998.0,3865.3806452603026
0xa2aa1d3aee1debaba0d35a9ebcd6e90d83ea6f0a,0.0,285.429551,0.0,3561.0,3846.429551
0x7a3623f6752c25aaf01934d0f35eba187026bf42,440.0,12.50902,1591.639160717712,1783.0,3827.148180717712
0xb2a43093e608e6da3181fb373479973e0680a7a0,0.0,613.631881,64.08897566280966,3144.0,3821.72085666281
